Id_vuelo,Aircompany,Origen,Destino,Distancia,avion,consumo_kg,duracion
Fly_GiBa_10747,FlyQ,Ginebra,Barcelona,660,Boeing 747,7457.736000000001,64
Pam_LoMe_10747,PamPangea,Londres,Melbourne,,Boeing 747,"202348,9728",1326
Tab_LoNu_11380,TabarAir,Los Angeles,Nueva York,3944,Airbus A380,48328.1984,
Air_GiBa_11380,Airnar,Ginebra,Bali,12383,Airbus A380,147441.9044,845
Tab_LoRo_10737,TabarAir,Londres,Roma,1433,Boeing 737,3482.19,128
Air_GiBa_10737,Airnar,Ginebra,Bali,12383,Boeing 737,"31607,26077600001",
Tab_LoCi_10747,TabarAir,Londres,Cincinnati,6284,Boeing 747,"71006,6864",438
Pam_PaNu_10747,PamPangea,París,Nueva York,5835,Boeing 747,62823.111,409
Mol_MeLo_10737,MoldaviAir,Melbourne,Londres,16900,Boeing 737,42709.68,1483
Pam_NuPa_11320,PamPangea,Nueva York,París,5835,Airbus A320,16602.53556,542
Mol_MeLo_10747,MoldaviAir,Melbourne,Londres,,Boeing 747,194854.5664,
Pam_PaMe_11380,PamPangea,París,Melbourne,16925,Airbus A380,,1328
Mol_CaCi_10737,MoldaviAir,Cádiz,Cincinnati,6624,Boeing 737,16418.2464,523
Pam_PaBa_10747,PamPangea,París,Bali,11980,Boeing 747,137923.344,818
Fly_NuBa_10737,FlyQ,Nueva York,Bali,,Boeing 737,42762.19521600001,1459
Tab_RoNu_10747,TabarAir,Roma,Nueva York,6877,Boeing 747,76974.26100000001,478
Fly_BaNu_10737,FlyQ,Barcelona,Nueva York,6170,Boeing 737,16192.548,488
Air_PaCa_10747,Airnar,París,Cádiz,1447,Boeing 747,15887.7706,116
Mol_CaCi_10747,MoldaviAir,Cádiz,Cincinnati,,Boeing 747,"74848,5504",461
Fly_BaRo_10747,FlyQ,Barcelona,Roma,859,Boeing 747,9706.3564,77
Air_LoPa_11380,Airnar,Los Angeles,París,9099,Airbus A380,"110443,662",626
Pam_LoPa_11320,PamPangea,Londres,París,344,Airbus A320,863.4399999999999,
Tab_NuGi_10737,TabarAir,Nueva York,GInEBra,6206,Boeing 737,,491
Air_CiLo_10737,Airnar,Cincinnati,Los Angeles,,Boeing 737,7990.107300000001,253
Mol_CiMe_10747,MoldaviAir,Cincinnati,Melbourne,15262,Boeing 747,177660.66864,1217
Mol_CiMe_11380,MoldaviAir,Cincinnati,MeLbOUrNE,15262,Airbus A380,201834.45568,1217
Air_PaBa_10737,Airnar,París,Bali,11980,Boeing 737,33303.44160000001,1029
Fly_BaCi_11380,FlyQ,Bali,Cincinnati,15011,Airbus A380,193101.023648,1200
Fly_CiBa_10747,FlyQ,Cincinnati,Bali,15011,Boeing 747,"173074,668416",1200
Fly_CiNu_10737,FlyQ,Cincinnati,Nueva York,911,Boeing 737,2280.1419,89
Tab_LoRo_10747,TabarAir,Londres,Roma,1433,Boeing 747,,115
Fly_BaBa_11380,FlyQ,Barcelona,Bali,13058,Airbus A380,166407.809152,1070
Tab_GiLo_10737,TabarAir,Ginebra,Londres,739,Boeing 737,1957.3893,76
Tab_NuRo_11380,TabarAir,Nueva York,Roma,,Airbus A380,85857.96960000001,478
Air_GiLo_11320,Airnar,Ginebra,Los Angeles,9103,Airbus A320,24950.59476,779
Air_BaCa_10737,Airnar,Bali,Cádiz,12798,Boeing 737,35253.98510400001,
Pam_PaBa_11380,PamPangea,París,Bali,11980,Airbus A380,"144028,352",818
Air_BaGi_10747,Airnar,Bali,Ginebra,12383,Boeing 747,132002.78,845
Tab_GiLo_10747,TabarAir,Ginebra,Londres,739,Boeing 747,8507.959200000001,69
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,40498.63272,1359
Air_CiLo_10737,Airnar,Cincinnati,Los Angeles,3073,Boeing 737,7691.411700000001,253
Mol_PaCi_11320,MoldaviAir,París,Cincinnati,,Airbus A320,17459.6604,581
Pam_LoNu_10737,PamPangea,Londres,Nueva York,5566,Boeing 737,,442
Mol_MePa_11380,MoldaviAir,Melbourne,París,16925,Airbus A380,205513.9112,1328
Air_LoPa_10737,Airnar,Los Angeles,París,9099,Boeing 737,23658.3099,711
Tab_CiRo_10747,TabarAir,Cincinnati,Roma,7480,Boeing 747,,518
Pam_PaLo_11320,PamPangea,París,Londres,344,Airbus A320,915.2464,44
Air_BaPa_10747,Airnar,Bali,París,11980,Boeing 747,131538.004,
Fly_NuRo_11380,FlyQ,Nueva York,Roma,6877,Airbus A380,87447.93200000002,478
Pam_NuGi_11380,PamPangea,Nueva York,Ginebra,6206,Airbus A380,76763.2552,433
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,40884.333984,1359
Air_PaCa_11380,Airnar,París,Cádiz,1447,Airbus A380,18400.052,116
Mol_BaCi_10737,MoldaviAir,Bali,Cincinnati,15011,Boeing 737,38694.515184,1340
Air_CiPa_11320,Airnar,Cincinnati,París,6370,Airbus A320,18291.0728,581
Mol_PaCi_11380,MoldaviAir,París,Cincinnati,6370,Airbus A380,79528.176,
Pam_LoPa_11320,PamPangea,Londres,París,,Airbus A320,949.784,
Air_CiPa_11380,Airnar,Cincinnati,París,6370,Airbus A380,,444
Tab_LoLo_10747,TabarAir,Londres,Los Angeles,8785,Boeing 747,94584.581,605
Pam_MeGi_10737,PamPangea,Melbourne,Ginebra,16674,Boeing 737,43402.688784,1466
Pam_BaPa_10737,PamPangea,Bali,París,11980,Boeing 737,,1029
Fly_NuGi_11380,FlyQ,Nueva York,Ginebra,6206,Airbus A380,75328.428,433
Mol_MePa_11380,MoldaviAir,Melbourne,París,16925,Airbus A380,215687.8672,
Air_BaPa_11380,Airnar,Bali,París,11980,Airbus A380,,818
Air_LoCi_11320,Airnar,Los Angeles,Cincinnati,3073,Airbus A320,"8330,2884",242
Air_CiPa_11380,Airnar,Cincinnati,París,,Airbus A380,79528.176,444
Tab_RoNu_11380,TabarAir,Roma,Nueva York,,Airbus A380,85062.98840000002,478
Fly_BaBa_10737,FlyQ,Barcelona,Bali,13058,Boeing 737,33990.18292800001,1191
Tab_LoGi_10737,TabarAir,Londres,Ginebra,739,Boeing 737,1867.6008,
Tab_GiNu_10737,TabarAir,Ginebra,Nueva York,6206,Boeing 737,"15532,9974",491
Tab_LoNu_10737,TabarAir,Londres,Nueva York,5566,Boeing 737,13795.8876,442
Pam_BaPa_11380,PamPangea,Bali,París,,Airbus A380,138488.8,818
Air_PaCa_10747,Airnar,París,Cádiz,1447,Boeing 747,16504.7714,116
Mol_CaBa_11380,MoldaviAir,Cádiz,Bali,12798,Airbus A380,149424.3288,873
Air_CaCi_11320,Airnar,Cádiz,Cincinnati,6624,Airbus A320,18328.766976,
Air_CiGi_11320,Airnar,Cincinnati,Ginebra,6969,Airbus A320,19101.47148,624
Pam_MeBa_10737,PamPangea,Melbourne,Bali,2779,Boeing 737,"7158,148200000001",231
Mol_PaMe_10737,MoldaviAir,París,Melbourne,,Boeing 737,45766.96020000001,1485
Tab_LoCi_11380,TabarAir,Londres,Cincinnati,6284,Airbus A380,78454.48320000002,438
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,"38955,827664",1359
Pam_GiMe_10737,PamPangea,Ginebra,Melbourne,16674,Boeing 737,44245.45944000001,1466
Air_GiBa_10747,Airnar,Ginebra,Bali,12383,Boeing 747,137282.8912,845
Pam_LoNu_10747,PamPangea,Londres,Nueva York,5566,Boeing 747,"62300,238",391
Mol_MeLo_10747,MoldaviAir,Melbourne,Londres,16900,Boeing 747,194854.5664,1326
Mol_BaPa_10747,MoldaviAir,Bali,París,11980,Boeing 747,128983.868,818
Air_CaCi_10747,Airnar,Cádiz,Cincinnati,6624,Boeing 747,72024.0768,461
Air_PaCi_10737,Airnar,París,Cincinnati,6370,Boeing 737,"16872,219",503
